Question;Answer;AnswerPl;Type;Qualification;IsActive
How is ActivatedRoute different from ActivatedRouteSnapshot?;ActivatedRouteSnapshot is an immutable data structure representing the state of the router at a particular point in time. ActivatedRoute is something similar, except that it changes with the state of the router.;ActivatedRouteSnapshot jest niezmienną (immutable) strukturą danych, reprezentującą stan routera w konkretnym momencie. ActivatedRoute jest czymś podobnym, z wyjątkiem, że zmienia się ze stanem routera.;Angular;;false
What are Integration and Functional tests?;Integration and Functional tests are defined as tests on more than the "unit" and less than the entire application. So at least two units working together. This usually means checking if one part of the application is interoperable with another part of the application. These tests are quite a subjective term that can mean different things to different people.;Integracyjne i Funkcjonalne testy definionwane są jako testy na wiecej niż "unit'cie" i mniej niż całej aplikacji. Czyli co najmniej dwa unity pracujące razem. Zazwyczaj oznacza to sprawdzenie czy jedna część aplikacji współdziała z inną częścią aplikacji. Te testy są dość subiektywnym określeniem, które może znaczyć co innego dla różnych ludzi.;Testing;;true
What are the Higher-order mappings operators?;concatMap, mergeMap, switchMap, exhaustMap;concatMap, mergeMap, switchMap, exhaustMap;Angular;;false
What defines the structure of the application?;The final structure of the application is defined by the structure of Modules and the Dependency Injection pattern. The physical location of the files does not define the final structure of the application.;Ostateczną strukturę aplikacji definiuje struktura Modułów i wzorca Dependency Injection. Fizyczna lokalizacja plików nie definiuje ostatecznej struktury aplikacji.;Angular;;true
What is CSS Cascading? (Cascade);If the CSS Specificity value is the same, which style is more important is decided by the most important source where the rule is defined. The most important styles are: 1. Inline 2. Internal style sheets 3. External style sheets. 4. Default browser style sheets.;Jeżeli wartość CSS Specificity jest taka sama to o tym, który styl jest ważniejszy decyduje najważniejsze źródło gdzie jest dana zasada jest zdefiniowana. Najważniejsze są style: 1. Inline 2. Internal style sheets 3. External style sheets. 4. Default browser style sheets.;CSS;;true
What are Guards in Angularze?;Angular guards are nothing more than functionality, logic in code that is executed before going to route or before exiting it. The guards determine whether we can go to it or leave it.;Guardy w Angularze są niczym innym jak funkcjonalnością, logiką w kodzie, która jest wykonywana przed przejściem do route'a albo przed opószczeniem go. Guardy określają czy możemy do niego przejść lub czy go opuścić.;Angular;;false
How does 'overflow: hidden' work?;[write better] 'overflow: hidden' property is used to specify the content’s clipping. We may add scrollbars to the content area at the time of specified container size exceeding the content limit where the content gets enclosed. This makes the content invisible via clipping, also the overflow value will be hidden.;[napisać lepiej] Właściwość 'overflow: hidden' służy do określenia przycinania treści. Możemy dodać paski przewijania do obszaru zawartości w momencie, gdy określony rozmiar kontenera przekracza limit zawartości, w którym zawartość jest zamykana. Dzięki temu treść jest niewidoczna poprzez przycinanie, również wartość przepełnienia zostanie ukryta.;CSS;;true
What are the IndexedDB properties?;1. Up to 250MB. 2. IndexedDB API is asynchronous (unlike localStorage and sessionStorage). IndexedDB operations are event-driven by events like onsuccess, onerror, oncomplete, etc. 3. They have no persistent storage unless explicitly removed. 4. Retain the so-called same-origin policy, which means that only code from the same address can access the data.;1. Do 250MB. 2. IndexedDB API jest asynchroniczne (w odróżnieniu do localStorage i sessionStorage). Operacje IndexedDB są event-driven przez eventy jak onsuccess, onerror, oncomplete, itd. 3. Nie mają czasu wygaśnięcia (persistent storage) chyba, że jawnie usunięte. 4. Zachowują tzw. same-origin policy, co zonaczy, że tylko kod z tego samego adresu może uzyskać dostęp do danych.;JavaScript;;false
When to use and how does the async pipe work?;We put the async pipe in the view with the variable Observable. If we only want to display the returned value from the Observable, this is a very good solution, because async pipe will automatically subscribe to this Observable when creating a component and unsubscribe on destruction, reducing the amount of code and greater readability. If we need more control over the subscription then we don't use this pip, e.g. when we want to modify the returned value before displaying it in the view - then we use .subscribe().;Umieszczamy async pipe w widoku ze zmienną Observable. Jeśli chcemy wyświetlić tylko wartość zwróconą z Observable, jest to bardzo dobre rozwiązanie, ponieważ async pipe automatycznie zasubskrybuje ten Observable podczas tworzenia komponentu i odsubskrybuje po jego zniszczeniu, zmniejszając ilość kodu i zwiększając czytelność. Jeśli potrzebujemy większej kontroli nad subskrypcją to nie używamy tego pipa np. gdy chcemy zmodyfikować zwróconą wartość przed wyświetleniem jej w widoku – wtedy używamy .subscribe().;Angular;;true
Describe Adaptive Design.;1. Main focus is to develop a website in multiple fixed layout sizes. 2. Offers good control over the design to develop variation in screens. 3. It is very time-consuming and takes a lot of effort to build the best possible adaptive design as examining it will need to go for many options with respect to the realities of the end user.;1. Głównym celem jest stworzenie strony internetowej w wielu stałych rozmiarach. 2. Oferuje dobrą kontrolę nad designem w celu opracowania zmienności ekranów. 3. Zbudowanie możliwie najlepszego Adaptive Designu jest bardzo czasochłonne i wymaga wiele wysiłku, ponieważ badanie go będzie wymagało wielu opcji w odniesieniu do realiów użytkownika końcowego.;CSS;;false
How to add PWA functionality to the application?;It is best to install the @angular/pwa library, which will create for us all the necessary things needed for PWA functionality, that is: 1. Create a service worker with a default configuration. 2. It will create a manifest file that tells the browser how the application should behave during installation on the device. 3. Adds a link to the manifest in index.html.;Najlepiej zainstalować bibliotekę @angular/pwa, która stworzy za nas wszystkie niezbędne rzeczy potrzebne do funkcjonalności PWA, czyli: 1. Stworzy service workera z domyślną konfiguracją. 2. Stworzy plik manifest, który mówi przeglądarce jak aplikacja ma się zachowywać podczas instalacji na urządzeniu. 3. Dodaje link do manifestu w index.html.;Angular;;true
What is prototype?;Prototype is the mechanism by which JavaScript objects inherit functionality from one another. It's a proper function that every JavaScript function has that points to an object that allows methods to be shared across all function instances. TypeScript is used in Angular and I have not yet encountered the need to use a prototype.;Prototype jest mechanizmem, dzięki któremu JavaScriptowe obiekty dziedziczą funkcjonalności między sobą. Jest to propercja, którą posiada każda stworzona funkcja w JavaScripcie, która wskazuje na obiekt pozwalający dzielić metody pomiędzy wszystkimi instancjami funkcji. W Angularze używany jest TypeScript i nie spotkałem się jeszcze z przypadkiem potrzeby używania prototypu.;JavaScript;;false
What is a Component host element? (Component selector);A Component's host element is an external element containing a Component's template, which has a tag corresponding to the value set as selector in the Component's decorator.;Host element Componentu jest zewnętrznym elementem zawierającym widok (template) Componentu, który ma tag odpowiadający wartości ustawianej jako selector w dekoratorze Componentu.;Angular;;false
What is HTML?;HTML means HyperText Markup Language. It is a language for developing web pages to display on the web browser. The file extensions used to save HTML pages are .html and .htm.;HTML oznacza HyperText Markup Language. Jest to język do tworzenia stron internetowych, które mają być wyświetlane w przeglądarce internetowej. Rozszerzenia plików używane do zapisywania stron HTML to .html i .htm.;HTML;;false
What is Cross Origin Resource Sharing (CORS)?;From the beginning of web pages, browsers limited applications to make requests to pages other than from which the application came. Modern browsers define how you can manage where your application code can reach. In Angular itself, you do not need to change anything explicitly, because Angular's HttpClient service will take care of sending the appropriate headers by itself.;Od początku stron internetowych przeglądarki ograniczały aplikacje do robienia requestów do innych stron niż z których dana aplikacja przyszła. Współczesne przeglądarki określaja w jaki sposób można zarządzać gdzie kod aplikacji może sięgać. W samym Angularze nie trzeba nic jawnie zmianiać, ponieważ serwis HttpClient Angulara sam zadba o przesyłanie odpowiednich headers'ów.;Angular;;true
What are Web Sockets?;WebSocket API is a technology that enables the opening of a two-way communication link between the client (user's browser) and the server. Through this API, you can send messages to the server and receive events from the server without the need to send a query.;WebSocket API to technologia, która umożliwia otwardzie dwustronnego (two-way) połączenia komunikacyjnego pomiędzy klientem (user's browser) i serwerem. Poprzez to API możesz wysyłać wiadomości do serwera i odbierać eventy z serwera bez potrzeby wysłania zapytania.;Angular;;true
What are the differences between TypeScript and JavaScript? (typescript javascript difference, javascript typescript difference);1. TypeScript has better Object-oriented functionalities like Generics, Clases, Interfaces, and JavaScript doesn't. 2. TypeScript has Static typing, JavaScript does not. 3. TypeScript supports optional function parameters, JavaScript does not. 4. TypeScript supports Interfaces but JavaScript does not.;1. TypeScript jest Object-oriented językiem, a JavaScript Scripting językiem. 2. TypeScript ma Statyczne typowanie (Static typing), JavaScript nie. 3. TypeScript supportuje moduły, JavaScript nie. 4. TypeScript wspiera opcjonalne parametry funkcji, JavaScript nie.;TypeScript;;true
Why do we need Immutability?;Immutability helps in detecting and preventing many kinds of errors in the application, especially as the application has many asynchronous elements. Often in my work I had a case where I didn't know why the proper function of a given object had this value and not another, it was hard to track down what changes it and where, because the reference of this object was passed somewhere before, usually asynchronously, and some completely different asynchronous process changed its proper functions. If we were following the Immutability principle, then the potential asynchronous process would not change the object in my thread, but operate on a copy of the object, and the data in my process would not be erroneously changed. Often in Angular, changes are detected only when the entire object under the reference changes, and not some variable inside, e.g. in NgRx, reducers change the entire object of a state part, not a fragment of an object, or the change detection method would react somehow each time a variable inside an object with the @Input decorator will change, not how the whole object underneath changes. Besides, it is more efficient to observe if the reference pointer has changed than to check if any variable in the structure that the reference points to has changed.;Immutability pomaga w wykryciu i zapobiega wielu rodzajom błędów w aplikacji, szczególnie jak aplikacja ma wiele elementów asynchronicznych. Często w pracy miałem taki przypadek, że nie wiedziałem dlaczego propercja danego obiektu posiada taką wartość, a nie inną, ciężko było wyśledzić co ją zmienia i w którym miejscu, ponieważ referencja tego obiektu została wcześniej gdzieś przekazana, zazwyczaj asynchronicznie, i jakiś zupełni inny proces asynchroniczny zmianiał jej propercje. Jeżeli kierowalibyśmy się zasadą Immutability, wtedy potencjalny proces asynchroniczny nie zmieniałby obiektu z mojego wątku, tylko operowałby na kopii obiektu, przez co dane w moim procesie nie ulegałyby błednej zmianie. Często w Angularze zmiany wykrywane są dopiero w przypadku jak zmieni się cały obiekt pod referencją, a nie jakaś zmienna w środku, np. w NgRx reducery zmieniają cały obiekt części stanu, a nie fragment obiektu, albo metoda detekcji zmian reagowałaby za każdym razem jak jakaś zmienna wewnątrz obiektu z dekoratorem @Input się zmieni, a nie jak zmieni się cały obiekt pod spodem. Poza bardziej wydajnie jest obserować czy wskaźnik referencji się zmienił, niż sprawdzać czy jakakolwiek zmienna w strukturze, na którą wskazuje referencja uległa zmianie.;Angular;;true
What is BEM?;Block Element Modifier - CSS class naming method .block__element--modifier. In BEM, block is a separate, independent component, the element is part of the block and is dependent on it. A modofier is a flag that we can put on a block or element to distinguish it from regular blocks or elements, e.g. recipe__button--round.;Block Element Modifier - sposób nazewnictwa klas w CSS na zasadzie .block__element--modifier. W BEM block jest oddzielnym, niezależnym komponentem, element jest częścią blocku i jest od niego zależny. Modofier jest flagą, którą możemy nałożyć na block albo element żeby odróżnić ich od zwykłych blocków lub elementó, np .recipe__button--round.;CSS;;true
What is Aggregation?;Aggregation is simply when an object consists of other types. In aggregation, one object contains another object that is its component. Contrary to composition, component objects can exist without the main object, eg a car contains an engine, tires, etc.;Z agregacją mamy doczynienia, kiedy obiekt składa się z innych typów, po prostu. W agregacji jeden obiekt zawiera inny obiekt, który jest jego składową. W odróżnieniu od kompozycji obiekty składowe mogą istnieć bez obiektu głównego, np. Samochód zawiera silnik, opony, etc.;OOP;;false
What is Angular Material?;Angular Material is a User Interface (UI) component library that developers can use in their Angular projects to speed up the development of elegant and consistent user interfaces.;Angular Material to biblioteka komponentów interfejsu użytkownika (UI), której programiści mogą używać w swoich projektach Angular, aby przyspieszyć tworzenie eleganckich i spójnych interfejsów użytkownika.;Angular;;true
What are the disadvantages of monorepo?;1. Access to projects (project access) - In monorepo, everyone has access to the workspace with all projects, so there is a problem with restricting access to individual projects because they are part of the same repository. 2. Each project in monorepo must have the same version, which means that if we wanted to list one project, the version of each project would be updated. 3. Workspace size - each developer working in each project would have to download the entire repository and install all dependencies from each project.;1. Dostęp do projektów (project access) - W monorepo każdy ma dostęp do workspace'a ze wszystkimi projektami, więc jest problem z ograniczaniem dostępu do poszczegółnych projektów, ponieważ są częścią tego samego repositorium. 2. Każdy projekt w monorepo musi posiadać tą samą wersję, co oznacza, że jeżeli chcielibyśmy wystawić jeden projekt, wersja każdego projektu zostałaby uaktualniona. 3. Rozmiar workspace'a - każdy developer pracujący w każdym projekcie musiałby pobrać całe repozytorium i instalować wszystkie zależności z każdego projektu.;Angular;;false
Why NgRx? (NgRx advangates, NgRx benefits);Makes the application much more maintainable as it separates the business logic from the application presentation layer. It also facilitates debugging and error detection because whole state is immutable and has one way data flow. The entire state is also clearly presented on Redux DevTools in the browser, and additionally, each action is logged in it and easy to track.;Powoduje, że aplikacja jest dużo bardziej utrzymywalna poniważ oddziela (decouples) logikę biznesową od warstwy prezentacyjnej aplikacji. Ułatwia również debugowanie i wykrywanie błędów ponieważ cały state jest immutable i posiada jednokierunkowy przepływ danych. Cały stan mamy też w przejrzysty sposób przedstawiony na Redux DevTools w przeglądarce, a dodatkowo każda akcja jest w nim logowana i łatwo ją wyśledzić.;Angular;;true
What are the sessionStorage properties?;1. Data only live in the context of one tab. 2. Up to 10MB of data. 3. For use only on the client side, they are not sent to the server, unless we manually select the data to be sent. 4. Retain the so-called same-origin policy, which means that only code from the same address can access the data.;1. Dane żyją tylko w kontekście jednego taba. 2. Do 10MB danych. 3. Do użytku tylko po stronie clienta, nie są wysyłane do servera, chyba, że ręcznie wybierzemy dane do wysłania. 4. Zachowują tzw. same-origin policy, co zonaczy, że tylko kod z tego samego adresu może uzyskać dostęp do danych.;JavaScript;;true
How does Preloading (Eager Lazy Loading) work?;First, all imported modules are run, the rest are downloaded from the back-end in the background.;Najpierw uruchamiane są wszystkie zaimportowane moduły, pozostałe zaciągane są z back-endu w tle.;Angular;;false
What is ViewEncapsulation?;ViewEncapsulation decides whether the styles defined in the component can affect the entire application or not.;ViewEncapsulation decyduje czy style zdefinionwane w komponencie mogą mieć wpływ na całą aplikację czy nie.;Angular;;true
What is 'never' type in TypeScript?;We get the 'never' type when the function never returns anything, e.g. it will never finish its operation or it will always throw an exception, it will be marked as returning the type never.;Typ 'never' otrzymujemy kiedy funkcja nigdy nic nie zwróci, np. nigdy nie skończy swojego działania albo zawsze wyrzuci wyjątek, zostanie oznaczona jako zwracająca typ never.;TypeScript;;false
What does routerLinkActivate do? (What is routerLinkActivate);It sets a specific class for an element if we are in the route described in [routerLink].;Ustawia nazwę klasy, jeżeli jesteśmy w ścieżce podanej w atrybucie [routerLink].;Angular;;false
What is "providers" property in module metadata?;It is a table of all services that should be provided by the module's Injector. In the documentation, provier is described as a recipe for delivering the service specified by the token.;To tablica wszystkich serwisów, które powinny być zapewnione przez Injector modułu. W dokumentacji provier jest opisany jako recepta na dostarczanie serwisu określonego przez token.;Angular;;true
What does :host, :host-context([selector]), ::ng-deep in css in Angular?;:host selects the element that called the component, eg <app- [component_name]>, and adds styles to it. If we want to check if this element has any class, we do for example :host(.how-class). :host-context selects the item that triggered the given component that is wrapped in the item in [selector]. ::ng-deep imposes styles on the template and child components.;:host zaznacza element, który wywoływał dany komponent, np <app-[nazwa_komponentu]> i dodaje do niego style. Jeżeli chcemy sprawdzić czy ten element ma jakąś klasę to robimy np. :host(.jakas-klasa). :host-context zaznacza element, który wywoływał dany kompoment, który jest owrapowany w element w [selectorze]. ::ng-deep narzuca style do template'a oraz do child componentów.;Angular;;false
What are Lifecycle Hooks for Angular Components?;1. The constructor is run 2. If there is any Input() then we call the ngOnChanges() method and then each time this Input() changes 3. ngOnInit() - initializes the component, launched right after the first display of proper functions with data binding the view with component class (data-bound properties) 4.ngDoCheck() every time the change detection mechanism is started 5.ngAfterContentInit() - run once after the first ngDoCheck () 6.ngAfterContentChecked() run once after ngAfterContentInit() and each time after ngDoCheck() 7. ngAfterViewInit() run once after the first ngAfterContentChecked() 8. ngAfterViewChecked() run once after ngAfterViewInit () and each time after ngAfterContentChecked() 9. ngOnDestroy() - run before the component is destroyed.;1. Uruchamiany jest konstruktor 2. Jeżeli jest jakiś Input() to wywołujemy metodę ngOnChanges() i później za każdym razem jak się ten Input() zmieni 3. ngOnInit()- inicjalizuje komponent, uruchamiany zaraz po pierwszym wyświtlenium propercji z danymi wiążącymi widok z klasą komponentów (data-bound properties) 4. ngDoCheck() przy każdym uruchomieniu mechanizmu detekcji zmian 5. ngAfterContentInit() - uruchamiane raz po pierwszym ngDoCheck() 6. ngAfterContentChecked() uruchamiane raz po ngAfterContentInit() i za każdym razem po ngDoCheck() 7. ngAfterViewInit() uruchamiane raz po pierwszym ngAfterContentChecked() 8. ngAfterViewChecked() uruchamiane raz po ngAfterViewInit() i za każdym razem po ngAfterContentChecked() 9. ngOnDestroy() - uruchamiane tóż przed zniszczeniem componentu.;Angular;;true
What is NX?;NX is a set of tools for monorepos, which are repositories that contain multiple projects. It is particularly useful for frontend applications because it allows for better organization and management of code across multiple projects and libraries. NX helps with tasks such as building, testing, and deploying code, as well as managing dependencies and enforcing consistent code conventions across projects.;NX to zestaw narzędzi dla monorepo, czyli repozytorium zawierającym wiele projektów. Jest to szczególnie przydatne w aplikacjach frontendowych, ponieważ pozwala na lepszą organizację i zarządzanie kodem w wielu projektach i bibliotekach. NX pomaga w zadaniach, takich jak budowanie, testowanie i wdrażanie kodu, a także zarządzanie zależnościami i wymuszanie spójnych konwencji kodu w projektach.;Angular;;true
What are JavaScript Modules? (JavaScript moduły / moduły JavaScript);Modules allow us to break up our code into separate files. Everything with 'export' prefix can be called JavaScript module and we can import it in other file later on.;Moduły pozwalają nam podzielić nasz kod na osobne pliki. Wszystko z przedrostkiem „export” można nazwać modułem JavaScript i możemy to później zaimportować w innym pliku.;JavaScript;;true
What are the features in JavaScript ES6? (es6 features, features es6);1. let 2. const 3. Arrow functions 4. Spread operator (...) 5. New loop: for (item of items) 6. Map 7. Set 8. Classes 9. Promises 10. Symbol 11. Default function parameters 12. Function rest parameters: function sum(...args) 13. String.includes(), String.startsWith(), String.endsWith() 14. Array.from(), Array keys(), Array find(), Array findIndex() 15. Object entries 16. JavaScript Modules 17. Classes;1. let 2. const 3. Arrow functions 4. Spread operator (...) 5. New loop: for (item of items) 6. Map 7. Set 8. Classes 9. Promises 10. Symbol 11. Default function parameters 12. Function rest parameters: function sum(...args) 13. String.includes(), String.startsWith(), String.endsWith() 14. Array.from(), Array keys(), Array find(), Array findIndex() 15. Object entries 16. JavaScript Modules 17. Classes;JavaScript;;true
How to compare two objects in TypeScript/JavaScript? (object comparison/objects comparison);1. Use JSON.stringify() to compare objects whose keys are in the same order. 2. Do a shallow comparison if the objects are not nested - just check if length of Object.keys is the same and each property is equal to others object property. 3. Use lodash.isEqual to test for deep equality of objects.;1. Używay JSON.stringify() do porównania obiektów, których klucze są w tej samej kolejności. 2. Robimy shallow comparison, jeśli obiekty nie są zagnieżdżone - po prostu sprawdź, czy długość Object.keys jest taka sama, a każda właściwość jest równa właściwościom innego obiektu. 3. Użyj lodash.isEqual, aby przetestować głęboką równość obiektów.;TypeScript;;true
What is TypeScript instanceof type guard?;instanceof is an operator in TypeScript, which checks if an object is an instance of a specific class. The Instanceof also takes inheritance into account. It returns true if the object appears anywhere in the inheritance chain. It doesn't work for primitive types. instanceof also acts as a Type Guard, helping us infer the type correctly in the scope: function getCode(obj: Person) { if (obj instanceof Customer) { obj.code() } else if (obj instanceof SalesPerson) { obj.code() } };instanceof jest operatorem w TypeScript'cie, który sprawdza czy obiekt jest typem określonej klasy. instanceOf bierze pod uwagę dziedziczenie. Zwraca true jeżeli obiekt występuje gdziekolwiek w łańcuchu dziedziczenia. Nie działa dla typów prymitywnych. instanceof działa również jako Type Guard, pomagając rozróżnić poprawny typ w naszym scopie: function getCode(obj: Person) { if (obj instanceof Customer) { obj.code() } else if (obj instanceof SalesPerson) { obj.code() } };TypeScript;;true
How cherry-pick works? (cherry pick/cherrypick);Through cherry-pick, we select a commit from one branch and apply it to another.;Poprzez cherry-pick wybieramy commit z jednego brancha i nakładamy go na inny.;OOP;;true
What is Git?;Git is a DevOps tool used for source code management. Version control system used to handle small to very large projects efficiently. Git is used to tracking changes in the source code, enabling multiple developers to work together.;Git jest narzędziem devopsowym używanym do zarządzania kodem aplikacji. System kontroli wersji dla projektów każdej wielkości. Git jest używany do śledzenia zmian w kodzie, umożliwiając wielu deweloperom wspólną pracę.;OOP;;true
How rebase works? How does it differ from merge?;If we want to merge, for example, a feature branch with a master branch, rebase moves the commits from the feature branch and appends them to the front of the master branch. Merge, on the other hand, combines these two branches with the history that took place when committing specific commits.;Jeżeli chcemy złączyć np. feature branch z master brancha rebase przesuwa commity z feature brancha i dołącza je z przodu master brancha. Merge natomiast łączy te dwa branche z historią jaką miała ona miejsce podczas commitowania konkretnych commitów.;OOP;;true
What is a Code Review and how do you do it? (codereview);Code Review is a process that requires developers to have their work reviewed by their peers. The goal of this evaluation is to identify bugs, syntax issues, and something that would affect the application’s performance. When I do a Code Review I check: 1. If Variables and Functions names are descriptive. 2. If there's separation of concerns, that is - if functionality is separated into distinct blocks so that each block is responsible for single, concrete thing. 3. If the path aliases are used, for example: not  ../../../shared/components/reusable/shared.component.ts but @app/shared/components/shared.component.ts 4. Code should be readable without comment. 5. If there are routes whose modules should be lazy loaded. 6. Proper encapsulation in object's properties and methods. 7. Don't Repeat Yourself rule - if functionality is not unnecessarily repeated. 8. All subscriptions are unsubscribed in proper places to avoid memory leaks.;Code Review jest procesem, w którym developerzy po ukończeniu funkcjonalności przeglądają swój kod. Celem tego jest wykrycie potencjalnych błędów, problemów składniowych, wykrycie czegoś co potencjalnie zaszkodziłoby wydajności aplikacji. Kiedy robię Code Review sprawdzam: 1. Czy zmienne i funkcje nazwane są opisowo. 2. Czy jest tzw. separation of concerns, tzn. czy funkcjonalność jest podzielona na oddzielne bloki, w których każdy blok jest odpowiedzialny za pojedyńczą, konkretną rzecz. 3. Czy używane są aliasy zamiast długich ścieżek, np. nie ../../../shared/components/reusable/shared.component.ts ale @app/shared/components/shared.component.ts. 4. Kod powinien być czytelny bez komentarzy. 5. Czy są routy, których moduły powinny być lazy loadowane. 6. Odpowiednia enkapsulacja propercji i metod obiektów. 7. Czy funkcjonalność nie powtarza się niepotrzebnie. 8. Wszystkie subskrypcje są odsubskrybowane w odpowiednich miejscach, żeby uniknąć 'przecieków' pamięci.;OOP;;true
What is Reactive programming? (programowanie reaktywne/reaktywne programowanie);Reactive programming is a way of asynchronous programming that uses data streams and appropriate propagation of changes. In Angular RxJs is used to code reactively. We try to make our streams of data from source to exit which is typically the template we want to display that data on. The point is that throughout the entire 'journey' from source to exit we never subscribe to the stream - we only subscribe to the stream when we want to pull our data when we reach the destination which is often the template using async pipe. The main benefit for me is that if everyone is based on streams then, wherever any data changes everything just updates automatically wherever it needs to. When we are building application we are often dealing with changing data and with RxJs everything seems to be working as it should and we don't have to manually update things all the time.;Programowanie reaktywne to sposób programowania asynchronicznego polegające na strumieniach danych i odpowiedniej propagacji zmian. W Angularze do programowanie reaktywnego używany jest RxJs. Staramy programować nasze strumienie danych od samego źródła do wyjścia, którym jest zazwyczaj template do wyświetlenia danych. Chodzi o to, aby przez całą podróż od źródła do wyjścia strumień danych nie był oddzielnie subskrybowany - jedynie subskrybujemy jeżeli chcemy wyciągnąć nasze dane kiedy osiągniemy docelowe miejsce, którym zazwyczaj jest template przy pomocy async pipeu. Główną zaletą dla mnie jest to, że jeżeli wszystko opiera się na strumieniach danych to jeżeli jakiekolwiek dane się zmienią wszystko aktualizuje się automatycznie gdzie jest na to potrzeba. Podczas budowania aplikacji często zmieniamy dane i przy pomocy RxJs wszystko wydaje się działać tak jak powinno i nie potrzebujemy nic ręcznie aktualizować.;Angular;;true
How do you apply SOLID in Angular?;1. Single responsibility - object should be responsible for only one functionality. We divide functionality properly between Components, Services, and Models. For example we don't define our header, content, and footer in our AppComponent, we split the code into separate components. 2. Open/Closed Principle - code must be open for extensions and closed for modifications. This means that you can change the behavior of an object without changing its code. It comes down to use of composition and IoC with DI. In Angular we use it for example by creating reusable Components that we can reuse without modifying their code. 3. Liskov Substitution Principle - the code should work properly with the class and all its subclasses. It's about inheritance. If we create for example a BaseService that other ChildServices will inherit from we need to make sure that code that injects BaseService will be working well with all ChildServices. I used such approach when I created for exampe GenericTable that was using BaseGenericTableService and there were different GenericTableService for different table. 4. Interface segregation principle - multiple dedicated interfaces are better than a generic one. For example we don't create one generic interface for backend response properties and frontend model properties because we will create a hard to maintaine mess, instead we create one interface for backend response and one for frontend model and map the values. 5. Dependency inversion principle - High-level modules should not depend on low-level modules - the dependencies between them should be based on abstraction. We apply this design principle each time we use Depenency Injection. When we inject into Component for example ProductService it doesn't mean that the ProductService class ProductService will be used. Angular creates so called Injector which acts like abstraction layer, so our Component does not depend on ProductService directly. Our Injector injects the object it has defined under the ProductService token, it can be completely different class.;1. Single responsibility - obiekt powinien odpowiadać tylko za jedną funkcjonalność. Właściwy podział funkcjonalności między Componenty, Servicy i Modele. Na przykład nie definiujemy naszego headera, contentu i footera w naszym AppComponentcie, dzielimy kod na osobne Componenty. 2. Open/Closed Principle - kod musi być otwarty na rozszerzenia i zamknięty na modyfikacje. Oznacza to, że możemy zmienić zachowanie obiektu bez zmiany jego kodu. Sprowadza się to do użycia kompozycji i IoC z DI. W Angular używamy go na przykład tworząc Componenty wielokrotnego użytku, które możemy ponownie wykorzystać bez modyfikowania ich kodu, np. używając <ng-contenty> albo Property Binding. 3. Liskov Substitution Principle - kod powinien działać poprawnie z klasą i wszystkimi jej podklasami. Chodzi o dziedziczenie. Jeśli stworzymy na przykład serwis, który się nazywa BaseService, po którym inne serwisy potomne będą dziedziczyć, musimy upewnić się, że kod injectujący BaseService będzie dobrze działał ze wszystkimi serwisami potomnymi. Zastosowałem takie podejście, gdy stworzyłem na przykład GenericTableComponent, który korzystał z BaseGenericTableService i istniały różne GenericTableServicey dla różnych tabel, a Component poprawnie działał dla ich wszytkich. 4. Interface segregation principle - wiele dedykowanych interfejsów jest lepszych niż jeden ogólny. Na przykład nie tworzymy jednego ogólnego interfejsu z propercjami responsa backendowego i propercjami modelu frontendu, ponieważ stworzymy trudny do utrzymania bałagan, zamiast tego tworzymy jeden interfejs dla odpowiedzi backendu i jeden dla modelu frontendu i mapujemy wartości. 5. Dependency inversion principle - Moduły wysokiego poziomu nie powinny zależeć od modułów niskiego poziomu - zależności między nimi powinny być oparte na abstrakcji. Stosujemy tę zasadę za każdym razem, gdy używamy Depenency Injection. Kiedy wstrzykniemy do Component np. ProductService, nie oznacza to, że zostanie użyta klasa ProductService. Angular tworzy tzw. Injector, który działa jak warstwa abstrakcji, dzięki czemu nasz komponent nie jest bezpośrednio zależny od ProductService. Nasz Injector wstrzykuje obiekt, który zdefiniował pod tokenem ProductService, może to być zupełnie inna klasa.;Angular;;true
What is npm?;npm stands for Node Package Manager. It’s a registry for JavaScript software packages, a repository for the publishing of open-source projects. It also has command-line tools to help us install  different packages.;Node Package Manager, w skrócie npm. To rejestr packagey JavaScript, repozytorium do publikowania projektów open source. Ma również narzędzia wiersza poleceń, które pomogą nam w instalacji różnych pakietów.;JavaScript;;false
What is Node.js?;Node.js is a runtime environment that allows you to run JavaScript on the backend. It provides all the functionality needed for a program to run.;Node.js to środowisko, które umożliwia uruchamianie JavaScript na backendzie. Zapewnia wszystkie funkcje potrzebne do uruchomienia programu.;JavaScript;;true
Why use npm? (why npm, dlaczego npm);It’s possible to manage our project’s dependencies ourself. But as our project grows this can become a problem. This is where a package manager like npm comes in. npm solves this problem by handling dependency and package management for our project. We define all our project’s dependencies inside our package.json file. Anytime we or a team member needs to get started with our project, all they have to do is run npm install. This will immediately install all the necessary dependencies for our project. In the package.json file, we can also specify which versions our project depends upon.;Możliwe jest samodzielne zarządzanie zależnościami projektu. Ale w miarę rozwoju projektu może to stać się problemem. W tym pomaga package manager, taki jak npm. npm rozwiązuje ten problem, zajmując się zależnościami i zadządzając packagami dla naszego projektu. Definiujemy wszystkie zależności swojego projektu w pliku package.json. Za każdym razem, gdy członek zespołu musi rozpocząć pracę nad projektem, wystarczy uruchomić npm install. Spowoduje to natychmiastowe zainstalowanie wszystkich niezbędnych zależności dla projektu. W pliku package.json moża również określić, od których wersji zależy projekt.;JavaScript;;true
